GSMID	GSEID	BrendaTerm
GSM286862	GSE11318	lymph node, B-cell lymphoma cell
GSM286863	GSE11318	lymph node, B-cell lymphoma cell
GSM286868	GSE11318	lymph node, B-cell lymphoma cell
GSM286869	GSE11318	lymph node, B-cell lymphoma cell
GSM257673	GSE11430, GSE11540	macrophage
GSM257672	GSE11430, GSE11540	monocyte
GSM257671	GSE11430, GSE11540	macrophage
GSM257670	GSE11430, GSE11540	monocyte
GSM85511	GSE3744	breast
GSM366072	GSE14668	liver
GSM366070	GSE14668	liver
GSM366071	GSE14668	liver
GSM247672	GSE9819	brain
GSM247673	GSE9819	brain
GSM247676	GSE9819	brain
GSM85517	GSE3744	breast
GSM252829	GSE10006, GSE19407	respiratory epithelium cell
GSM252828	GSE10006, GSE19407	respiratory epithelium cell
GSM252821	GSE10006	respiratory epithelium cell
GSM252820	GSE10006	respiratory epithelium cell
GSM252823	GSE10006	respiratory epithelium cell
GSM252822	GSE10006	respiratory epithelium cell
GSM252825	GSE10006	respiratory epithelium cell
GSM252824	GSE10006	respiratory epithelium cell
GSM252827	GSE10006	respiratory epithelium cell
GSM252826	GSE10006	respiratory epithelium cell
GSM337544	GSE13367	colon
GSM337545	GSE13367	colon
GSM337540	GSE13367	colon
GSM337542	GSE13367	colon
GSM337543	GSE13367	colon
GSM452179	GSE18088	colon
GSM452178	GSE18088	colon
GSM452175	GSE18088	colon
GSM452174	GSE18088	colon
GSM452177	GSE18088	colon
GSM452176	GSE18088	colon
GSM452170	GSE18088	colon
GSM452173	GSE18088	colon
GSM452172	GSE18088	colon
GSM272171	GSE10780	breast
GSM272170	GSE10780	breast
GSM272173	GSE10780	breast
GSM272172	GSE10780	breast
GSM272175	GSE10780	breast
GSM272174	GSE10780	breast
GSM272177	GSE10780	breast
GSM272176	GSE10780	breast
GSM272179	GSE10780	breast
GSM272178	GSE10780	breast
GSM158998	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158999	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158992	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158993	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158990	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158991	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158996	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158997	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158994	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158995	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM494089	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494088	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM159119	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159118	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159115	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159114	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159117	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159116	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159111	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159110	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159113	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159112	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM262174	GSE10358	bone marrow
GSM262175	GSE10358	bone marrow
GSM262176	GSE10358	bone marrow
GSM262177	GSE10358	bone marrow
GSM262170	GSE10358	bone marrow
GSM262171	GSE10358	bone marrow
GSM262172	GSE10358	bone marrow
GSM262173	GSE10358	bone marrow
GSM483358	GSE19429	hematopoietic stem cell, bone marrow
GSM262178	GSE10358	bone marrow
GSM262179	GSE10358	bone marrow
GSM287355	GSE11375	blood
GSM287354	GSE11375	blood
GSM287357	GSE11375	blood
GSM287356	GSE11375	blood
GSM287351	GSE11375	blood
GSM287350	GSE11375	blood
GSM287353	GSE11375	blood
GSM287352	GSE11375	blood
GSM434055	GSE19407, GSE19667	respiratory epithelium cell
GSM287359	GSE11375	blood
GSM287358	GSE11375	blood
GSM231639	GSE9169	SH-SY5Y cell
GSM231638	GSE9169	SH-SY5Y cell
GSM231633	GSE9169	SH-SY5Y cell
GSM231632	GSE9169	SH-SY5Y cell
GSM231631	GSE9169	SH-SY5Y cell
GSM231630	GSE9169	SH-SY5Y cell
GSM231637	GSE9169	SH-SY5Y cell
GSM231636	GSE9169	SH-SY5Y cell
GSM231635	GSE9169	SH-SY5Y cell
GSM231634	GSE9169	SH-SY5Y cell
GSM434059	GSE19407, GSE19667	respiratory epithelium cell
GSM455119	GSE18198	HPB-ALL cell
GSM95498	GSE4183	colon
GSM508902	GSE20300	blood
GSM508903	GSE20300	blood
GSM387248	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387249	GSE15434	mononuclear cell, acute myeloid leukemia cell
GSM387244	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387245	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387246	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387247	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387240	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387241	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387242	GSE15434	mononuclear cell, acute myeloid leukemia cell
GSM387243	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM95499	GSE4183	colon
GSM516688	GSE20565	ovarian serous carcinoma cell
GSM371766	GSE14834	bone marrow, B-cell acute lymphoblastic leukemia cell
GSM201279	GSE8121	blood
GSM239408	GSE9419	skeletal muscle
GSM239409	GSE9419	skeletal muscle
GSM239404	GSE9419	skeletal muscle
GSM239405	GSE9419	skeletal muscle
GSM239406	GSE9419	skeletal muscle
GSM239407	GSE9419	skeletal muscle
GSM239400	GSE9419	skeletal muscle
GSM239401	GSE9419	skeletal muscle
GSM239402	GSE9419	skeletal muscle
GSM239403	GSE9419	skeletal muscle
GSM516680	GSE20565	ovarian serous carcinoma cell
GSM516681	GSE20565	ovarian serous carcinoma cell
GSM249853	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM371769	GSE14834	bone marrow, B-cell acute lymphoblastic leukemia cell
GSM516684	GSE20565	ovarian serous carcinoma cell
GSM516685	GSE20565	ovarian serous carcinoma cell
GSM516686	GSE20565	ovarian serous carcinoma cell
GSM516687	GSE20565	ovarian serous carcinoma cell
GSM197218	GSE7967	umbilical cord blood
GSM197219	GSE7967	umbilical cord blood
GSM197214	GSE7967	umbilical cord blood
GSM197215	GSE7967	umbilical cord blood
GSM197216	GSE7967	umbilical cord blood
GSM197217	GSE7967	umbilical cord blood
GSM197210	GSE7967	umbilical cord blood
GSM197211	GSE7967	umbilical cord blood
GSM197212	GSE7967	umbilical cord blood
GSM197213	GSE7967	umbilical cord blood
GSM257474	GSE10739, GSE11462	Mono-Mac-6 cell
GSM257473	GSE10739, GSE11462	Mono-Mac-6 cell
GSM730677	GSE29523	hematopoietic stem cell, umbilical cord blood
GSM646768	GSE26339	adipose tissue
GSM646765	GSE26339	adipose tissue
GSM359568	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359569	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359566	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359567	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359564	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359565	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359562	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359563	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359560	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM359561	GSE14385, GSE14461	BEAS-2B cell, bronchial epithelial cell
GSM730678	GSE29523	hematopoietic stem cell, umbilical cord blood
GSM306878	GSE12195	B-lymphocyte, tonsil
GSM306879	GSE12195	B-lymphocyte, tonsil
GSM306875	GSE12195	B-lymphocyte, tonsil
GSM306876	GSE12195	B-lymphocyte, tonsil
GSM306877	GSE12195	B-lymphocyte, tonsil
GSM97852	GSE4290, GSE4536	brain
GSM97853	GSE4290	brain
GSM97850	GSE4290	brain
GSM97851	GSE4290	brain
GSM575669	GSE23501	lymph node, B-cell lymphoma cell
GSM575668	GSE23501	lymph node, B-cell lymphoma cell
GSM97854	GSE4290	brain
GSM97855	GSE4290	brain
GSM575665	GSE23501	lymph node, B-cell lymphoma cell
GSM575664	GSE23501	lymph node, B-cell lymphoma cell
GSM575667	GSE23501	lymph node, B-cell lymphoma cell
GSM575666	GSE23501	lymph node, B-cell lymphoma cell
GSM575661	GSE23501	lymph node, B-cell lymphoma cell
GSM575660	GSE23501	lymph node, B-cell lymphoma cell
GSM575663	GSE23501	lymph node, B-cell lymphoma cell
GSM575662	GSE23501	lymph node, B-cell lymphoma cell
GSM350165	GSE13904	blood
GSM350164	GSE13904	blood
GSM350167	GSE13904	blood
GSM350166	GSE13904	blood
GSM350161	GSE13904	blood
GSM350160	GSE13904	blood
GSM350163	GSE13904	blood
GSM350162	GSE13904	blood
GSM350169	GSE13904	blood
GSM350168	GSE13904	blood
GSM545660	GSE21610	heart, cardiac muscle
GSM545661	GSE21610	heart, cardiac muscle
GSM545664	GSE21610	heart, cardiac muscle
GSM455118	GSE18198	HPB-ALL cell
GSM407246	GSE16214	peripheral blood mononuclear cell
GSM421932	GSE16797	blood
GSM421931	GSE16797	blood
GSM421930	GSE16797	blood
GSM97893	GSE4290	brain
GSM132736	GSE5675	brain cancer cell, pilocytic astrocytoma cell
GSM132733	GSE5675	brain cancer cell, pilocytic astrocytoma cell
GSM132730	GSE5675	brain cancer cell, pilocytic astrocytoma cell
GSM132738	GSE5675	brain cancer cell, pilocytic astrocytoma cell
GSM187158	GSE7696	brain
GSM187159	GSE7696	brain
GSM187156	GSE7696	brain
GSM187157	GSE7696	brain
GSM187154	GSE7696	brain
GSM187155	GSE7696	brain
GSM187153	GSE7696	brain
GSM238877	GSE5281	striate cortex
GSM234849	GSE9250	chronic lymphocytic leukemia cell
GSM234848	GSE9250	chronic lymphocytic leukemia cell
GSM234846	GSE9250	chronic lymphocytic leukemia cell
GSM234845	GSE9250	chronic lymphocytic leukemia cell
GSM234844	GSE9250	chronic lymphocytic leukemia cell
GSM234842	GSE9250	chronic lymphocytic leukemia cell
GSM234841	GSE9250	chronic lymphocytic leukemia cell
GSM234840	GSE9250	chronic lymphocytic leukemia cell
GSM407137	GSE16214	peripheral blood mononuclear cell
GSM407136	GSE16214	peripheral blood mononuclear cell
GSM407135	GSE16214	peripheral blood mononuclear cell
GSM407134	GSE16214	peripheral blood mononuclear cell
GSM407133	GSE16214	peripheral blood mononuclear cell
GSM407132	GSE16214	peripheral blood mononuclear cell
GSM407131	GSE16214	peripheral blood mononuclear cell
GSM407130	GSE16214	peripheral blood mononuclear cell
GSM407139	GSE16214	peripheral blood mononuclear cell
GSM407138	GSE16214	peripheral blood mononuclear cell
GSM298778	GSE11831	colon
GSM298776	GSE11831	colon
GSM141549	GSE6088	T-lymphocyte
GSM141548	GSE6088	T-lymphocyte
GSM141543	GSE6088	T-lymphocyte
GSM141547	GSE6088	T-lymphocyte
GSM141546	GSE6088	T-lymphocyte
GSM141545	GSE6088	T-lymphocyte
GSM141544	GSE6088	T-lymphocyte
GSM562108	GSE22664	ZR-75-1 cell
GSM562105	GSE22664	T-47D cell
GSM562106	GSE22664	ZR-75-1 cell
GSM562107	GSE22664	T-47D cell
GSM494160	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494161	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494162	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494163	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494164	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494165	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494166	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494167	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494168	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494169	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM434052	GSE19407, GSE19667	lung
GSM434053	GSE19407, GSE19667	respiratory epithelium cell
GSM434050	GSE19407, GSE19667	lung
GSM434051	GSE19407, GSE19667	lung
GSM434056	GSE19407, GSE19667	respiratory epithelium cell
GSM434057	GSE19407, GSE19667	respiratory epithelium cell
GSM262031	GSE10358, GSE12662	bone marrow
GSM262030	GSE10358, GSE12662	bone marrow
GSM262033	GSE10358, GSE12662	bone marrow
GSM262032	GSE10358, GSE12662	bone marrow
GSM262035	GSE10358, GSE12662	bone marrow
GSM262034	GSE10358, GSE12662	bone marrow
GSM262037	GSE10358, GSE12662	bone marrow
GSM262036	GSE10358, GSE12662	bone marrow
GSM262039	GSE10358, GSE12662	bone marrow
GSM262038	GSE10358, GSE12662	bone marrow
GSM275109	GSE10846, GSE17372	lymph node
GSM275108	GSE10846, GSE17372	lymph node
GSM275101	GSE10846	lymph node
GSM275100	GSE10846, GSE17372	lymph node
GSM275103	GSE10846, GSE17372	lymph node
GSM275102	GSE10846, GSE17372	lymph node
GSM275105	GSE10846	lymph node
GSM275104	GSE10846, GSE17372	lymph node
GSM275107	GSE10846, GSE17372	lymph node
GSM275106	GSE10846, GSE17372	lymph node
GSM342830	GSE13070	adipose tissue
GSM342831	GSE13070	skeletal muscle
GSM342835	GSE13070	adipose tissue
GSM342836	GSE13070	skeletal muscle
GSM350365	GSE13904	blood
GSM350364	GSE13904	blood
GSM350363	GSE13904	blood
GSM350362	GSE13904	blood
GSM350361	GSE13904	blood
GSM350360	GSE13904	blood
GSM458582	GSE19667	respiratory epithelium cell
GSM458580	GSE19667	respiratory epithelium cell
GSM458581	GSE19667	respiratory epithelium cell
GSM387169	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387168	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387161	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387160	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387163	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387162	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387165	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387164	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387167	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387166	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM119653	GSE5281	brain
GSM119656	GSE5281	brain
GSM119657	GSE5281	brain
GSM119654	GSE5281	brain
GSM119655	GSE5281	brain
GSM143552	GSE6222	liver
GSM143553	GSE6222	liver
GSM119658	GSE5281	brain
GSM143551	GSE6222	liver
GSM143550	GSE6222	liver
GSM119659	GSE5281	brain
GSM119380	GSE5264	bronchial epithelial cell
GSM119381	GSE5264	bronchial epithelial cell
GSM119382	GSE5264	bronchial epithelial cell
GSM119383	GSE5264	bronchial epithelial cell
GSM139004	GSE6004	thyroid gland
GSM139007	GSE6004	thyroid gland
GSM139006	GSE6004	thyroid gland
GSM187219	GSE7696	brain
GSM187218	GSE7696	brain
GSM187211	GSE7696	brain
GSM272139	GSE10780	breast
GSM187213	GSE7696	brain
GSM187212	GSE7696	brain
GSM187215	GSE7696	brain
GSM187214	GSE7696	brain
GSM187217	GSE7696	brain
GSM272138	GSE10780	breast
GSM720988	GSE29111	blood
GSM720989	GSE29111	blood
GSM395791	GSE15773	adipose tissue
GSM395790	GSE15773	adipose tissue
GSM720986	GSE29111	blood
GSM395792	GSE15773	adipose tissue
GSM720980	GSE29111	blood
GSM720981	GSE29111	blood
GSM720982	GSE29111	blood
GSM720983	GSE29111	blood
GSM320609	GSE12777, GSE12790	breast cancer cell line
GSM93932	GSE4107	colon
GSM93939	GSE4107	colon
GSM93938	GSE4107	colon
GSM264316	GSE10445	lung
GSM264317	GSE10445	lung
GSM264314	GSE10445	lung
GSM264315	GSE10445	lung
GSM264313	GSE10445	lung
GSM449269	GSE17951	prostate gland
GSM449268	GSE17951	prostate gland
GSM449265	GSE17951	prostate gland
GSM449264	GSE17951	prostate gland
GSM449267	GSE17951	prostate gland
GSM449266	GSE17951	prostate gland
GSM449261	GSE17951	prostate gland
GSM449260	GSE17951	prostate gland
GSM449263	GSE17951	prostate gland
GSM449262	GSE17951	prostate gland
GSM472137	GSE19069	T-cell lymphoma cell
GSM472136	GSE19069	T-cell lymphoma cell
GSM472135	GSE19069	T-cell lymphoma cell
GSM472134	GSE19069	T-cell lymphoma cell
GSM472133	GSE19069	T-cell lymphoma cell
GSM472132	GSE19069	T-cell lymphoma cell
GSM472131	GSE19069	T-cell lymphoma cell
GSM472139	GSE19069	T-cell lymphoma cell
GSM139009	GSE6004	thyroid gland
GSM472138	GSE19069	T-cell lymphoma cell
GSM139008	GSE6004	thyroid gland
GSM531665	GSE21261	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM139005	GSE6004	thyroid gland
GSM531667	GSE21261	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM531666	GSE21261	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM189461	GSE7808	corpus epididymis
GSM189462	GSE7808	cauda epididymis
GSM357859	GSE14328	kidney
GSM357851	GSE14328	kidney
GSM139002	GSE6004	thyroid gland
GSM187210	GSE7696	brain
GSM306939	GSE12195	lymph node
GSM306938	GSE12195	lymph node
GSM306931	GSE12195	lymph node
GSM306930	GSE12195	lymph node
GSM306933	GSE12195	lymph node
GSM187216	GSE7696	brain
GSM306935	GSE12195	lymph node
GSM306934	GSE12195	lymph node
GSM306937	GSE12195	lymph node
GSM306936	GSE12195	lymph node
GSM107523	GSE4757	entorhinal cortex
GSM107522	GSE4757	entorhinal cortex
GSM107527	GSE4757	entorhinal cortex
GSM107526	GSE4757	entorhinal cortex
GSM107525	GSE4757	entorhinal cortex
GSM107524	GSE4757	entorhinal cortex
GSM107529	GSE4757	entorhinal cortex
GSM107528	GSE4757	entorhinal cortex
GSM624972	GSE25462	skeletal muscle
GSM624971	GSE25462	skeletal muscle
GSM333450	GSE13205	skeletal muscle
GSM465209	GSE18728	breast
GSM465208	GSE18728	breast
GSM281399	GSE11166	kidney
GSM281398	GSE11166	kidney
GSM465205	GSE18728	breast
GSM333456	GSE13205	skeletal muscle
GSM465207	GSE18728	breast
GSM465206	GSE18728	breast
GSM465201	GSE18728	breast
GSM465200	GSE18728	breast
GSM465203	GSE18728	breast
GSM465202	GSE18728	breast
GSM181405	GSE7486, GSE7624	blood
GSM720984	GSE29111	blood
GSM720985	GSE29111	blood
GSM498704	GSE19963	colon
GSM498705	GSE19963	colon
GSM498706	GSE19963	colon
GSM498702	GSE19963	colon
GSM498703	GSE19963	colon
GSM720987	GSE29111	blood
GSM398895	GSE12079	T-lymphocyte
GSM516745	GSE20565	ovarian serous carcinoma cell
GSM251888	GSE9960	mononuclear cell, peripheral blood mononuclear cell
GSM251889	GSE9960	mononuclear cell, peripheral blood mononuclear cell
GSM516742	GSE20565	ovarian serous carcinoma cell
GSM516749	GSE20565	ovarian serous carcinoma cell
GSM251887	GSE9960	mononuclear cell, peripheral blood mononuclear cell
GSM514672	GSE20484	macrophage
GSM514671	GSE20484	macrophage
GSM514670	GSE20484	macrophage
GSM371375	GSE14844	blood
GSM371374	GSE14844	blood
GSM371377	GSE14844	blood
GSM371376	GSE14844	blood
GSM371373	GSE14844	blood
GSM364038	GSE19407	respiratory epithelium cell
GSM711618	GSE28726	T-lymphocyte
GSM711615	GSE28726	T-lymphocyte
GSM711616	GSE28726	T-lymphocyte
GSM711617	GSE28726	T-lymphocyte
GSM134950	GSE5816	bronchial epithelial cell
GSM134951	GSE5816	bronchial epithelial cell
GSM450629	GSE18015	brain
GSM377339	GSE15083	mononuclear cell, synovia
GSM377338	GSE15083	mononuclear cell, synovia
GSM550835	GSE22148	sputum
GSM550834	GSE22148	sputum
GSM550837	GSE22148	sputum
GSM550836	GSE22148	sputum
GSM550831	GSE22148	sputum
GSM550830	GSE22148	sputum
GSM550833	GSE22148	sputum
GSM550832	GSE22148	sputum
GSM550839	GSE22148	sputum
GSM550838	GSE22148	sputum
GSM520526	GSE20736	brain
GSM559059	GSE22513	breast
GSM494827	GSE19816	HUVEC cell
GSM494826	GSE19816	HUVEC cell
GSM494829	GSE19816	HUVEC cell
GSM494828	GSE19816	HUVEC cell
GSM523358	GSE20916	colon
GSM523359	GSE20916	colon
GSM242054	GSE9770	hippocampus
GSM242051	GSE9770	hippocampus
GSM242050	GSE9770	hippocampus
GSM242053	GSE9770	hippocampus
GSM242052	GSE9770	hippocampus
GSM578954	GSE23610	MCF-7 cell
GSM578955	GSE23610	MCF-7 cell
GSM578956	GSE23610	MCF-7 cell
GSM578957	GSE23610	MCF-7 cell
GSM578950	GSE23610	MCF-7 cell
GSM578952	GSE23610	MCF-7 cell
GSM352828	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352829	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352826	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352827	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352824	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352825	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352822	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352823	GSE14062	acute myeloid leukemia cell, leukocyte, bone marrow
GSM352820	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352821	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM181371	GSE7486, GSE7624	blood
GSM181372	GSE7486, GSE7624	blood
GSM181373	GSE7486, GSE7624	blood
GSM181374	GSE7486, GSE7624	blood
GSM181375	GSE7486, GSE7624	blood
GSM181376	GSE7486, GSE7624	blood
GSM181377	GSE7486, GSE7624	blood
GSM181378	GSE7486, GSE7624	blood
